,date_report,health_region,cumulative_cases
6212,2020-04-07,Durham Regional Health Unit,266.0
6234,2020-04-07,Eastern Regional Integrated Health Authority,262.0
6217,2020-04-07,Edmonton Zone,358.0
6235,2020-04-07,Far North,4.0
6210,2020-04-07,Fraser,459.0
6244,2020-04-07,Grey Bruce Health Unit,29.0
6278,2020-04-07,Haldimand-Norfolk Health Unit,109.0
6236,2020-04-07,"Haliburton, Kawartha, Pine Ridge District Health Unit",99.0
6222,2020-04-07,Halton Regional Health Unit,169.0
6264,2020-04-07,Hastings and Prince Edward Counties Health Unit,24.0
6237,2020-04-07,Huron County Health Unit,23.0
6209,2020-04-07,Interior,126.0
6245,2020-04-07,Interlake-Eastern Regional Health Authority,11.0
6254,2020-04-07,"Kingston, Frontenac and Lennox and Addington Health Unit",53.0
6238,2020-04-07,Labrador-Grenfell Regional Integrated Health Authority,6.0
6279,2020-04-07,Lambton Health Unit,86.0
6280,2020-04-07,"Leeds, Grenville and Lanark District Health Unit",93.0
6207,2020-04-07,Middlesex-London Health Unit,150.0
6233,2020-04-07,Niagara Regional Area Health Unit,162.0
6281,2020-04-07,North Bay Parry Sound District Health Unit,5.0
6250,2020-04-07,North Zone,140.0
6255,2020-04-07,Northern,24.0
6267,2020-04-07,Northwest Territories,5.0
6240,2020-04-07,Northwestern Health Unit,7.0
6206,2020-04-07,Not Reported,49.0
6219,2020-04-07,Peel Regional Health Unit,637.0
6246,2020-04-07,Peterborough County - City Health Unit,45.0
6266,2020-04-07,Porcupine Health Unit,31.0
6275,2020-04-07,Prairie Mountain Health,11.0
6241,2020-04-07,Prince Edward Island,22.0
6242,2020-04-07,Regina,52.0
6282,2020-04-07,Renfrew County and District Health Unit,10.0
6239,2020-04-07,Région de Lanaudière,532.0
6263,2020-04-07,Région de Laval,759.0
6211,2020-04-07,Région de Montréal,4407.0
6272,2020-04-07,Région de l'Abitibi-Témiscamingue,108.0
6227,2020-04-07,Région de l'Estrie,570.0
6260,2020-04-07,Région de l'Outaouais,129.0
6243,2020-04-07,Région de la Capitale-Nationale,375.0
6226,2020-04-07,Région de la Chaudière-Appalaches,181.0
6274,2020-04-07,Région de la Côte-Nord,71.0
6273,2020-04-07,Région de la Gaspésie Îles-de-la-Madeleine,66.0
6224,2020-04-07,Région de la Mauricie et du Centre-du-Québec,589.0
6218,2020-04-07,Région de la Montérégie,961.0
6215,2020-04-07,Région des Laurentides,447.0
6283,2020-04-07,Région des Terres-Cries-de-la-Baie-James,5.0
6262,2020-04-07,Région du Bas-Saint-Laurent,30.0
6265,2020-04-07,Région du Nord-du-Québec,2.0
6286,2020-04-07,Région du Nunavik,5.0
6268,2020-04-07,Région du Saguenay Lac-Saint-Jean,103.0
6229,2020-04-07,Saskatoon,131.0
6230,2020-04-07,Simcoe Muskoka District Health Unit,96.0
6251,2020-04-07,South Zone,37.0
6256,2020-04-07,Southern Health,23.0
6220,2020-04-07,Sudbury and District Health Unit,26.0
6257,2020-04-07,The District of Algoma Health Unit,9.0
6284,2020-04-07,Thunder Bay District Health Unit,18.0
6287,2020-04-07,Timiskaming Health Unit,3.0
6208,2020-04-07,Vancouver Coastal,594.0
6223,2020-04-07,Vancouver Island,79.0
6216,2020-04-07,Waterloo Health Unit,207.0
6252,2020-04-07,Wellington-Dufferin-Guelph Health Unit,113.0
6276,2020-04-07,Western Regional Integrated Health Authority,1.0
6269,2020-04-07,Windsor-Essex County Health Unit,227.0
6231,2020-04-07,Winnipeg Regional Health Authority,169.0
6213,2020-04-07,York Regional Health Unit,523.0
6270,2020-04-07,Yukon,7.0
6232,2020-04-07,Zone 1,22.0
6247,2020-04-07,Zone 1 - Western,40.0
6253,2020-04-07,Zone 2,23.0
6271,2020-04-07,Zone 2 - Northern,41.0
6248,2020-04-07,Zone 3,41.0
6261,2020-04-07,Zone 3 - Eastern,29.0
6277,2020-04-07,Zone 4,7.0
6249,2020-04-07,Zone 4 - Central,200.0
6285,2020-04-07,Zone 5,10.0
6289,2020-04-07,Zone 6,0.0
6288,2020-04-07,Zone 7,2.0
6343,2020-04-08,Brant County Health Unit,48.0
6299,2020-04-08,Calgary Zone,860.0
6306,2020-04-08,Central Zone,88.0
6344,2020-04-08,Chatham-Kent Health Unit,17.0
6313,2020-04-08,City of Hamilton Health Unit,198.0
6310,2020-04-08,City of Ottawa Health Unit,429.0
6290,2020-04-08,City of Toronto Health Unit,1570.0
6297,2020-04-08,Durham Regional Health Unit,277.0
6319,2020-04-08,Eastern Regional Integrated Health Authority,266.0
6302,2020-04-08,Edmonton Zone,368.0
6320,2020-04-08,Far North,4.0
6295,2020-04-08,Fraser,488.0
6329,2020-04-08,Grey Bruce Health Unit,30.0
6363,2020-04-08,Haldimand-Norfolk Health Unit,110.0
6321,2020-04-08,"Haliburton, Kawartha, Pine Ridge District Health Unit",100.0
6307,2020-04-08,Halton Regional Health Unit,228.0
6349,2020-04-08,Hastings and Prince Edward Counties Health Unit,25.0
6322,2020-04-08,Huron County Health Unit,24.0
6294,2020-04-08,Interior,128.0
6330,2020-04-08,Interlake-Eastern Regional Health Authority,14.0
6339,2020-04-08,"Kingston, Frontenac and Lennox and Addington Health Unit",53.0
6323,2020-04-08,Labrador-Grenfell Regional Integrated Health Authority,6.0
6364,2020-04-08,Lambton Health Unit,87.0
6365,2020-04-08,"Leeds, Grenville and Lanark District Health Unit",123.0
6292,2020-04-08,Middlesex-London Health Unit,162.0
6318,2020-04-08,Niagara Regional Area Health Unit,180.0
6366,2020-04-08,North Bay Parry Sound District Health Unit,6.0
6335,2020-04-08,North Zone,148.0
6340,2020-04-08,Northern,24.0
6352,2020-04-08,Northwest Territories,5.0
6325,2020-04-08,Northwestern Health Unit,7.0
6291,2020-04-08,Not Reported,52.0
6304,2020-04-08,Peel Regional Health Unit,684.0
6331,2020-04-08,Peterborough County - City Health Unit,50.0
6351,2020-04-08,Porcupine Health Unit,31.0
6360,2020-04-08,Prairie Mountain Health,11.0
6326,2020-04-08,Prince Edward Island,25.0
6327,2020-04-08,Regina,56.0
6367,2020-04-08,Renfrew County and District Health Unit,12.0
6324,2020-04-08,Région de Lanaudière,580.0
6348,2020-04-08,Région de Laval,831.0
6296,2020-04-08,Région de Montréal,4775.0
6357,2020-04-08,Région de l'Abitibi-Témiscamingue,111.0
6312,2020-04-08,Région de l'Estrie,597.0
6345,2020-04-08,Région de l'Outaouais,130.0
6328,2020-04-08,Région de la Capitale-Nationale,392.0
6311,2020-04-08,Région de la Chaudière-Appalaches,195.0
6359,2020-04-08,Région de la Côte-Nord,75.0
6358,2020-04-08,Région de la Gaspésie Îles-de-la-Madeleine,75.0
6309,2020-04-08,Région de la Mauricie et du Centre-du-Québec,614.0
6303,2020-04-08,Région de la Montérégie,1034.0
6300,2020-04-08,Région des Laurentides,459.0
6368,2020-04-08,Région des Terres-Cries-de-la-Baie-James,5.0
6347,2020-04-08,Région du Bas-Saint-Laurent,33.0
6350,2020-04-08,Région du Nord-du-Québec,2.0
6371,2020-04-08,Région du Nunavik,5.0
6353,2020-04-08,Région du Saguenay Lac-Saint-Jean,118.0
6314,2020-04-08,Saskatoon,135.0
6315,2020-04-08,Simcoe Muskoka District Health Unit,105.0
6336,2020-04-08,South Zone,41.0
6341,2020-04-08,Southern Health,23.0
6305,2020-04-08,Sudbury and District Health Unit,26.0
6342,2020-04-08,The District of Algoma Health Unit,9.0
6369,2020-04-08,Thunder Bay District Health Unit,21.0
6372,2020-04-08,Timiskaming Health Unit,5.0
6293,2020-04-08,Vancouver Coastal,606.0
6308,2020-04-08,Vancouver Island,81.0
6301,2020-04-08,Waterloo Health Unit,220.0
6337,2020-04-08,Wellington-Dufferin-Guelph Health Unit,122.0
6361,2020-04-08,Western Regional Integrated Health Authority,1.0
6354,2020-04-08,Windsor-Essex County Health Unit,244.0
6316,2020-04-08,Winnipeg Regional Health Authority,170.0
6298,2020-04-08,York Regional Health Unit,558.0
6355,2020-04-08,Yukon,8.0
6317,2020-04-08,Zone 1,22.0
6332,2020-04-08,Zone 1 - Western,40.0
6338,2020-04-08,Zone 2,23.0
6356,2020-04-08,Zone 2 - Northern,43.0
6333,2020-04-08,Zone 3,43.0
6346,2020-04-08,Zone 3 - Eastern,33.0
6362,2020-04-08,Zone 4,7.0
6334,2020-04-08,Zone 4 - Central,226.0
6370,2020-04-08,Zone 5,10.0
6374,2020-04-08,Zone 6,1.0
6373,2020-04-08,Zone 7,2.0
6428,2020-04-09,Brant County Health Unit,54.0
6384,2020-04-09,Calgary Zone,878.0
6391,2020-04-09,Central Zone,90.0
6429,2020-04-09,Chatham-Kent Health Unit,18.0
6398,2020-04-09,City of Hamilton Health Unit,206.0
6395,2020-04-09,City of Ottawa Health Unit,458.0
6375,2020-04-09,City of Toronto Health Unit,1769.0
6382,2020-04-09,Durham Regional Health Unit,299.0
6404,2020-04-09,Eastern Regional Integrated Health Authority,270.0
6387,2020-04-09,Edmonton Zone,376.0
6405,2020-04-09,Far North,5.0
6380,2020-04-09,Fraser,509.0
6414,2020-04-09,Grey Bruce Health Unit,32.0
6448,2020-04-09,Haldimand-Norfolk Health Unit,119.0
6406,2020-04-09,"Haliburton, Kawartha, Pine Ridge District Health Unit",109.0
6392,2020-04-09,Halton Regional Health Unit,249.0
6434,2020-04-09,Hastings and Prince Edward Counties Health Unit,25.0
6407,2020-04-09,Huron County Health Unit,28.0
6379,2020-04-09,Interior,128.0
6415,2020-04-09,Interlake-Eastern Regional Health Authority,15.0
6424,2020-04-09,"Kingston, Frontenac and Lennox and Addington Health Unit",53.0
6408,2020-04-09,Labrador-Grenfell Regional Integrated Health Authority,6.0
6449,2020-04-09,Lambton Health Unit,98.0
6450,2020-04-09,"Leeds, Grenville and Lanark District Health Unit",137.0
6377,2020-04-09,Middlesex-London Health Unit,170.0
6403,2020-04-09,Niagara Regional Area Health Unit,189.0
6451,2020-04-09,North Bay Parry Sound District Health Unit,6.0
6420,2020-04-09,North Zone,151.0
6425,2020-04-09,Northern,25.0
6437,2020-04-09,Northwest Territories,5.0
6410,2020-04-09,Northwestern Health Unit,10.0
6376,2020-04-09,Not Reported,52.0
6389,2020-04-09,Peel Regional Health Unit,786.0
6416,2020-04-09,Peterborough County - City Health Unit,50.0
6436,2020-04-09,Porcupine Health Unit,34.0
6445,2020-04-09,Prairie Mountain Health,11.0
6411,2020-04-09,Prince Edward Island,25.0
6412,2020-04-09,Regina,58.0
6452,2020-04-09,Renfrew County and District Health Unit,12.0
6409,2020-04-09,Région de Lanaudière,664.0
6433,2020-04-09,Région de Laval,897.0
6381,2020-04-09,Région de Montréal,5262.0
6442,2020-04-09,Région de l'Abitibi-Témiscamingue,119.0
6397,2020-04-09,Région de l'Estrie,620.0
6430,2020-04-09,Région de l'Outaouais,131.0
6413,2020-04-09,Région de la Capitale-Nationale,412.0
6396,2020-04-09,Région de la Chaudière-Appalaches,207.0
6444,2020-04-09,Région de la Côte-Nord,81.0
6443,2020-04-09,Région de la Gaspésie Îles-de-la-Madeleine,79.0
6394,2020-04-09,Région de la Mauricie et du Centre-du-Québec,648.0
6388,2020-04-09,Région de la Montérégie,1108.0
6385,2020-04-09,Région des Laurentides,516.0
6453,2020-04-09,Région des Terres-Cries-de-la-Baie-James,5.0
6432,2020-04-09,Région du Bas-Saint-Laurent,33.0
6435,2020-04-09,Région du Nord-du-Québec,2.0
6456,2020-04-09,Région du Nunavik,5.0
6438,2020-04-09,Région du Saguenay Lac-Saint-Jean,123.0
6399,2020-04-09,Saskatoon,138.0
6400,2020-04-09,Simcoe Muskoka District Health Unit,111.0
6421,2020-04-09,South Zone,41.0
6426,2020-04-09,Southern Health,23.0
6390,2020-04-09,Sudbury and District Health Unit,28.0
6427,2020-04-09,The District of Algoma Health Unit,10.0
6454,2020-04-09,Thunder Bay District Health Unit,23.0
6457,2020-04-09,Timiskaming Health Unit,5.0
6378,2020-04-09,Vancouver Coastal,617.0
6393,2020-04-09,Vancouver Island,82.0
6386,2020-04-09,Waterloo Health Unit,237.0
6422,2020-04-09,Wellington-Dufferin-Guelph Health Unit,127.0
6446,2020-04-09,Western Regional Integrated Health Authority,1.0
6439,2020-04-09,Windsor-Essex County Health Unit,262.0
6401,2020-04-09,Winnipeg Regional Health Authority,172.0
6383,2020-04-09,York Regional Health Unit,604.0
6440,2020-04-09,Yukon,8.0
6402,2020-04-09,Zone 1,22.0
6417,2020-04-09,Zone 1 - Western,42.0
6423,2020-04-09,Zone 2,23.0
6441,2020-04-09,Zone 2 - Northern,44.0
6418,2020-04-09,Zone 3,46.0
6431,2020-04-09,Zone 3 - Eastern,35.0
6447,2020-04-09,Zone 4,7.0
6419,2020-04-09,Zone 4 - Central,252.0
6455,2020-04-09,Zone 5,10.0
6459,2020-04-09,Zone 6,1.0
6458,2020-04-09,Zone 7,2.0
6513,2020-04-10,Brant County Health Unit,60.0
6469,2020-04-10,Calgary Zone,917.0
6476,2020-04-10,Central Zone,90.0
6514,2020-04-10,Chatham-Kent Health Unit,18.0
6483,2020-04-10,City of Hamilton Health Unit,218.0
6480,2020-04-10,City of Ottawa Health Unit,494.0
6460,2020-04-10,City of Toronto Health Unit,1891.0
6467,2020-04-10,Durham Regional Health Unit,318.0
6489,2020-04-10,Eastern Regional Integrated Health Authority,273.0
6472,2020-04-10,Edmonton Zone,386.0
6490,2020-04-10,Far North,6.0
6465,2020-04-10,Fraser,540.0
6499,2020-04-10,Grey Bruce Health Unit,33.0
6533,2020-04-10,Haldimand-Norfolk Health Unit,123.0
6491,2020-04-10,"Haliburton, Kawartha, Pine Ridge District Health Unit",110.0
6477,2020-04-10,Halton Regional Health Unit,261.0
6519,2020-04-10,Hastings and Prince Edward Counties Health Unit,25.0
6492,2020-04-10,Huron County Health Unit,30.0
6464,2020-04-10,Interior,130.0
6500,2020-04-10,Interlake-Eastern Regional Health Authority,17.0
6509,2020-04-10,"Kingston, Frontenac and Lennox and Addington Health Unit",53.0
6493,2020-04-10,Labrador-Grenfell Regional Integrated Health Authority,6.0
6534,2020-04-10,Lambton Health Unit,105.0
6535,2020-04-10,"Leeds, Grenville and Lanark District Health Unit",150.0
6462,2020-04-10,Middlesex-London Health Unit,183.0
6488,2020-04-10,Niagara Regional Area Health Unit,201.0
6536,2020-04-10,North Bay Parry Sound District Health Unit,7.0
6505,2020-04-10,North Zone,151.0
6510,2020-04-10,Northern,27.0
6522,2020-04-10,Northwest Territories,5.0
6495,2020-04-10,Northwestern Health Unit,10.0
6461,2020-04-10,Not Reported,54.0
6474,2020-04-10,Peel Regional Health Unit,832.0
6501,2020-04-10,Peterborough County - City Health Unit,51.0
6521,2020-04-10,Porcupine Health Unit,37.0
6530,2020-04-10,Prairie Mountain Health,11.0
6496,2020-04-10,Prince Edward Island,25.0
6497,2020-04-10,Regina,60.0
6537,2020-04-10,Renfrew County and District Health Unit,13.0
6494,2020-04-10,Région de Lanaudière,738.0
6518,2020-04-10,Région de Laval,1017.0
6466,2020-04-10,Région de Montréal,5617.0
6527,2020-04-10,Région de l'Abitibi-Témiscamingue,130.0
6482,2020-04-10,Région de l'Estrie,642.0
6515,2020-04-10,Région de l'Outaouais,141.0
6498,2020-04-10,Région de la Capitale-Nationale,427.0
6481,2020-04-10,Région de la Chaudière-Appalaches,222.0
6529,2020-04-10,Région de la Côte-Nord,84.0
6528,2020-04-10,Région de la Gaspésie Îles-de-la-Madeleine,84.0
6479,2020-04-10,Région de la Mauricie et du Centre-du-Québec,673.0
6473,2020-04-10,Région de la Montérégie,1173.0
6470,2020-04-10,Région des Laurentides,545.0
6538,2020-04-10,Région des Terres-Cries-de-la-Baie-James,5.0
6517,2020-04-10,Région du Bas-Saint-Laurent,34.0
6520,2020-04-10,Région du Nord-du-Québec,5.0
6541,2020-04-10,Région du Nunavik,5.0
6523,2020-04-10,Région du Saguenay Lac-Saint-Jean,135.0
6484,2020-04-10,Saskatoon,142.0
6485,2020-04-10,Simcoe Muskoka District Health Unit,111.0
6506,2020-04-10,South Zone,41.0
6511,2020-04-10,Southern Health,23.0
6475,2020-04-10,Sudbury and District Health Unit,29.0
6512,2020-04-10,The District of Algoma Health Unit,10.0
6539,2020-04-10,Thunder Bay District Health Unit,25.0
6542,2020-04-10,Timiskaming Health Unit,5.0
6463,2020-04-10,Vancouver Coastal,620.0
6478,2020-04-10,Vancouver Island,84.0
6471,2020-04-10,Waterloo Health Unit,242.0
6507,2020-04-10,Wellington-Dufferin-Guelph Health Unit,132.0
6531,2020-04-10,Western Regional Integrated Health Authority,1.0
6524,2020-04-10,Windsor-Essex County Health Unit,290.0
6486,2020-04-10,Winnipeg Regional Health Authority,176.0
6468,2020-04-10,York Regional Health Unit,656.0
6525,2020-04-10,Yukon,8.0
6487,2020-04-10,Zone 1,22.0
6502,2020-04-10,Zone 1 - Western,42.0
6508,2020-04-10,Zone 2,24.0
6526,2020-04-10,Zone 2 - Northern,45.0
6503,2020-04-10,Zone 3,46.0
6516,2020-04-10,Zone 3 - Eastern,38.0
6532,2020-04-10,Zone 4,7.0
6504,2020-04-10,Zone 4 - Central,282.0
6540,2020-04-10,Zone 5,10.0
6544,2020-04-10,Zone 6,1.0
6543,2020-04-10,Zone 7,2.0
6598,2020-04-11,Brant County Health Unit,61.0
6554,2020-04-11,Calgary Zone,976.0
6561,2020-04-11,Central Zone,90.0
6599,2020-04-11,Chatham-Kent Health Unit,19.0
6568,2020-04-11,City of Hamilton Health Unit,232.0
6565,2020-04-11,City of Ottawa Health Unit,524.0
6545,2020-04-11,City of Toronto Health Unit,2065.0
6552,2020-04-11,Durham Regional Health Unit,334.0
6574,2020-04-11,Eastern Regional Integrated Health Authority,284.0
6557,2020-04-11,Edmonton Zone,388.0
6575,2020-04-11,Far North,7.0
6550,2020-04-11,Fraser,559.0
6584,2020-04-11,Grey Bruce Health Unit,35.0
6618,2020-04-11,Haldimand-Norfolk Health Unit,127.0
6576,2020-04-11,"Haliburton, Kawartha, Pine Ridge District Health Unit",121.0
6562,2020-04-11,Halton Regional Health Unit,269.0
6604,2020-04-11,Hastings and Prince Edward Counties Health Unit,25.0
6577,2020-04-11,Huron County Health Unit,31.0
6549,2020-04-11,Interior,133.0
6585,2020-04-11,Interlake-Eastern Regional Health Authority,17.0
6594,2020-04-11,"Kingston, Frontenac and Lennox and Addington Health Unit",55.0
6578,2020-04-11,Labrador-Grenfell Regional Integrated Health Authority,6.0
6619,2020-04-11,Lambton Health Unit,107.0
6620,2020-04-11,"Leeds, Grenville and Lanark District Health Unit",187.0
6547,2020-04-11,Middlesex-London Health Unit,197.0
6573,2020-04-11,Niagara Regional Area Health Unit,221.0
6621,2020-04-11,North Bay Parry Sound District Health Unit,8.0
6590,2020-04-11,North Zone,155.0
6595,2020-04-11,Northern,27.0
6607,2020-04-11,Northwest Territories,5.0
6580,2020-04-11,Northwestern Health Unit,10.0
6546,2020-04-11,Not Reported,57.0
6559,2020-04-11,Peel Regional Health Unit,886.0
6586,2020-04-11,Peterborough County - City Health Unit,51.0
6606,2020-04-11,Porcupine Health Unit,39.0
6615,2020-04-11,Prairie Mountain Health,11.0
6581,2020-04-11,Prince Edward Island,25.0
6582,2020-04-11,Regina,60.0
6622,2020-04-11,Renfrew County and District Health Unit,14.0
6579,2020-04-11,Région de Lanaudière,788.0
6603,2020-04-11,Région de Laval,1108.0
6551,2020-04-11,Région de Montréal,5861.0
6612,2020-04-11,Région de l'Abitibi-Témiscamingue,134.0
6567,2020-04-11,Région de l'Estrie,661.0
6600,2020-04-11,Région de l'Outaouais,157.0
6583,2020-04-11,Région de la Capitale-Nationale,440.0
6566,2020-04-11,Région de la Chaudière-Appalaches,230.0
6614,2020-04-11,Région de la Côte-Nord,92.0
6613,2020-04-11,Région de la Gaspésie Îles-de-la-Madeleine,90.0
6564,2020-04-11,Région de la Mauricie et du Centre-du-Québec,711.0
6558,2020-04-11,Région de la Montérégie,1259.0
6555,2020-04-11,Région des Laurentides,568.0
6623,2020-04-11,Région des Terres-Cries-de-la-Baie-James,5.0
6602,2020-04-11,Région du Bas-Saint-Laurent,34.0
6605,2020-04-11,Région du Nord-du-Québec,5.0
6626,2020-04-11,Région du Nunavik,7.0
6608,2020-04-11,Région du Saguenay Lac-Saint-Jean,142.0
6569,2020-04-11,Saskatoon,145.0
6570,2020-04-11,Simcoe Muskoka District Health Unit,139.0
6591,2020-04-11,South Zone,45.0
6596,2020-04-11,Southern Health,26.0
6560,2020-04-11,Sudbury and District Health Unit,30.0
6597,2020-04-11,The District of Algoma Health Unit,10.0
6624,2020-04-11,Thunder Bay District Health Unit,26.0
6627,2020-04-11,Timiskaming Health Unit,5.0
6548,2020-04-11,Vancouver Coastal,633.0
6563,2020-04-11,Vancouver Island,84.0
6556,2020-04-11,Waterloo Health Unit,261.0
6592,2020-04-11,Wellington-Dufferin-Guelph Health Unit,133.0
6616,2020-04-11,Western Regional Integrated Health Authority,1.0
6609,2020-04-11,Windsor-Essex County Health Unit,299.0
6571,2020-04-11,Winnipeg Regional Health Authority,185.0
6553,2020-04-11,York Regional Health Unit,679.0
6610,2020-04-11,Yukon,8.0
6572,2020-04-11,Zone 1,22.0
6587,2020-04-11,Zone 1 - Western,43.0
6593,2020-04-11,Zone 2,24.0
6611,2020-04-11,Zone 2 - Northern,45.0
6588,2020-04-11,Zone 3,46.0
6601,2020-04-11,Zone 3 - Eastern,38.0
6617,2020-04-11,Zone 4,7.0
6589,2020-04-11,Zone 4 - Central,302.0
6625,2020-04-11,Zone 5,10.0
6629,2020-04-11,Zone 6,1.0
6628,2020-04-11,Zone 7,2.0
6683,2020-04-12,Brant County Health Unit,63.0
6639,2020-04-12,Calgary Zone,1046.0
6646,2020-04-12,Central Zone,90.0
6684,2020-04-12,Chatham-Kent Health Unit,25.0
6653,2020-04-12,City of Hamilton Health Unit,242.0
6650,2020-04-12,City of Ottawa Health Unit,561.0
6630,2020-04-12,City of Toronto Health Unit,2225.0
6637,2020-04-12,Durham Regional Health Unit,356.0
6659,2020-04-12,Eastern Regional Integrated Health Authority,285.0
6642,2020-04-12,Edmonton Zone,395.0
6660,2020-04-12,Far North,7.0
6635,2020-04-12,Fraser,559.0
6669,2020-04-12,Grey Bruce Health Unit,38.0
6703,2020-04-12,Haldimand-Norfolk Health Unit,131.0
6661,2020-04-12,"Haliburton, Kawartha, Pine Ridge District Health Unit",127.0
6647,2020-04-12,Halton Regional Health Unit,280.0
6689,2020-04-12,Hastings and Prince Edward Counties Health Unit,26.0
6662,2020-04-12,Huron County Health Unit,31.0
6634,2020-04-12,Interior,133.0
6670,2020-04-12,Interlake-Eastern Regional Health Authority,17.0
6679,2020-04-12,"Kingston, Frontenac and Lennox and Addington Health Unit",55.0
6663,2020-04-12,Labrador-Grenfell Regional Integrated Health Authority,6.0
6704,2020-04-12,Lambton Health Unit,115.0
6705,2020-04-12,"Leeds, Grenville and Lanark District Health Unit",191.0
6632,2020-04-12,Middlesex-London Health Unit,215.0
6658,2020-04-12,Niagara Regional Area Health Unit,234.0
6706,2020-04-12,North Bay Parry Sound District Health Unit,9.0
6675,2020-04-12,North Zone,163.0
6680,2020-04-12,Northern,27.0
6692,2020-04-12,Northwest Territories,5.0
6665,2020-04-12,Northwestern Health Unit,10.0
6631,2020-04-12,Not Reported,60.0
6644,2020-04-12,Peel Regional Health Unit,951.0
6671,2020-04-12,Peterborough County - City Health Unit,52.0
6691,2020-04-12,Porcupine Health Unit,39.0
6700,2020-04-12,Prairie Mountain Health,11.0
6666,2020-04-12,Prince Edward Island,25.0
6667,2020-04-12,Regina,63.0
6707,2020-04-12,Renfrew County and District Health Unit,14.0
6664,2020-04-12,Région de Lanaudière,808.0
6688,2020-04-12,Région de Laval,1231.0
6636,2020-04-12,Région de Montréal,6088.0
6697,2020-04-12,Région de l'Abitibi-Témiscamingue,137.0
6652,2020-04-12,Région de l'Estrie,689.0
6685,2020-04-12,Région de l'Outaouais,169.0
6668,2020-04-12,Région de la Capitale-Nationale,444.0
6651,2020-04-12,Région de la Chaudière-Appalaches,247.0
6699,2020-04-12,Région de la Côte-Nord,92.0
6698,2020-04-12,Région de la Gaspésie Îles-de-la-Madeleine,96.0
6649,2020-04-12,Région de la Mauricie et du Centre-du-Québec,739.0
6643,2020-04-12,Région de la Montérégie,1325.0
6640,2020-04-12,Région des Laurentides,581.0
6708,2020-04-12,Région des Terres-Cries-de-la-Baie-James,5.0
6687,2020-04-12,Région du Bas-Saint-Laurent,34.0
6690,2020-04-12,Région du Nord-du-Québec,5.0
6711,2020-04-12,Région du Nunavik,7.0
6693,2020-04-12,Région du Saguenay Lac-Saint-Jean,149.0
6654,2020-04-12,Saskatoon,147.0
6655,2020-04-12,Simcoe Muskoka District Health Unit,139.0
6676,2020-04-12,South Zone,46.0
6681,2020-04-12,Southern Health,26.0
6645,2020-04-12,Sudbury and District Health Unit,36.0
6682,2020-04-12,The District of Algoma Health Unit,10.0
6709,2020-04-12,Thunder Bay District Health Unit,33.0
6712,2020-04-12,Timiskaming Health Unit,7.0
6633,2020-04-12,Vancouver Coastal,633.0
6648,2020-04-12,Vancouver Island,84.0
6641,2020-04-12,Waterloo Health Unit,274.0
6677,2020-04-12,Wellington-Dufferin-Guelph Health Unit,133.0
6701,2020-04-12,Western Regional Integrated Health Authority,1.0
6694,2020-04-12,Windsor-Essex County Health Unit,311.0
6656,2020-04-12,Winnipeg Regional Health Authority,185.0
6638,2020-04-12,York Regional Health Unit,697.0
6695,2020-04-12,Yukon,8.0
6657,2020-04-12,Zone 1,22.0
6672,2020-04-12,Zone 1 - Western,43.0
6678,2020-04-12,Zone 2,26.0
6696,2020-04-12,Zone 2 - Northern,45.0
6673,2020-04-12,Zone 3,46.0
6686,2020-04-12,Zone 3 - Eastern,39.0
6702,2020-04-12,Zone 4,7.0
6674,2020-04-12,Zone 4 - Central,318.0
6710,2020-04-12,Zone 5,10.0
6714,2020-04-12,Zone 6,1.0
6713,2020-04-12,Zone 7,2.0
6768,2020-04-13,Brant County Health Unit,64.0
6724,2020-04-13,Calgary Zone,1114.0
6731,2020-04-13,Central Zone,92.0
6769,2020-04-13,Chatham-Kent Health Unit,25.0
6738,2020-04-13,City of Hamilton Health Unit,256.0
6735,2020-04-13,City of Ottawa Health Unit,586.0
6715,2020-04-13,City of Toronto Health Unit,2362.0
6722,2020-04-13,Durham Regional Health Unit,368.0
6744,2020-04-13,Eastern Regional Integrated Health Authority,287.0
6727,2020-04-13,Edmonton Zone,399.0
6745,2020-04-13,Far North,7.0
6720,2020-04-13,Fraser,592.0
6754,2020-04-13,Grey Bruce Health Unit,39.0
6788,2020-04-13,Haldimand-Norfolk Health Unit,144.0
6746,2020-04-13,"Haliburton, Kawartha, Pine Ridge District Health Unit",128.0
6732,2020-04-13,Halton Regional Health Unit,316.0
6774,2020-04-13,Hastings and Prince Edward Counties Health Unit,26.0
6747,2020-04-13,Huron County Health Unit,32.0
6719,2020-04-13,Interior,134.0
6755,2020-04-13,Interlake-Eastern Regional Health Authority,17.0
6764,2020-04-13,"Kingston, Frontenac and Lennox and Addington Health Unit",55.0
6748,2020-04-13,Labrador-Grenfell Regional Integrated Health Authority,6.0
6789,2020-04-13,Lambton Health Unit,118.0
6790,2020-04-13,"Leeds, Grenville and Lanark District Health Unit",191.0
6717,2020-04-13,Middlesex-London Health Unit,234.0
6743,2020-04-13,Niagara Regional Area Health Unit,250.0
6791,2020-04-13,North Bay Parry Sound District Health Unit,11.0
6760,2020-04-13,North Zone,168.0
6765,2020-04-13,Northern,27.0
6777,2020-04-13,Northwest Territories,5.0
6750,2020-04-13,Northwestern Health Unit,10.0
6716,2020-04-13,Not Reported,60.0
6729,2020-04-13,Peel Regional Health Unit,1001.0
6756,2020-04-13,Peterborough County - City Health Unit,53.0
